coefficient,value,model_domain,model_version
Rx_NE_NoLo_ESRD_OD_x_F65,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M68,1.954,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_x_F70_74,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC147,1.009,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC80,0.696,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M80_84,0.804,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC67,0.551,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC133,0.155,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_M85_89,0.235,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC317,0.085,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M69,0.669,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M45_54,1.4,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M70_74,1.501,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC263,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC314,1.376,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_M0_34,0.617,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_x_F68,1.136,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F45_54,3.356,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC65,1.254,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC21,0.685,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M67,0.803,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_x_F68,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M75_79,1.315,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F85_89,1.059,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M90_94,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC133,0.009,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC81,6.741,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC159,3.313,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC95,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC311,0.046,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_X_M70_74,0.913,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC154,4.954,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC98,59.861,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC1,7.831,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M65,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F35_44,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_F65OD,0.045,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC184,0.782,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC316,0.596,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC42,3.42,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC54,0.104,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC99,0.427,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC5,0.625,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC186,0.226,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC55,0.483,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC314,0.348,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC66,1.254,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC56,1.135,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_X_M69,0.913,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC263,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC59,0.777,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC146,0,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M55_59,1.4,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M35_44,1.99,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F66,2.637,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC16,14.286,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC81,0.933,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC215,0.1,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_NONAGED_RXHCC131,0.823,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M70_74,0.669,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M45_54,1.99,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M95_GT,0.466,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC82,1.691,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC193,0.238,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC84,0.478,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC16,5.84,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC80,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC166,0.425,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_X_M75_79,0.804,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M55_59,1.99,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_M70_74,0.201,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC100,1.697,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC153,0.493,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M60_64,1.4,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F75_79,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M55_59,2.087,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M67,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_F95_GT,0.036,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC40,2.285,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC111,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC395,4.204,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F66,0.895,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_X_M69,1.954,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC396,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_M75_79,0.21,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC96,1.177,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC47,0.081,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC96,1.464,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_F60_64,1.286,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC147,0,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_x_F85_89,0.664,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_x_F69,1.724,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_x_F85_89,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC160,5.604,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC81,3.567,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_X_M80_84,0.591,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_x_F65,2.112,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_M75_79,0.175,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_F65OD,0.317,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC164,0.209,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M35_44,1.262,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC191,0.335,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC244,0.14,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC158,0.084,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC44,0.167,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC47,0.015,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_x_F75_79,1.051,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_X_M67,1.805,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F70_74,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_F45_54,0.457,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC229,0.393,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_x_F67,1.136,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F65,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M85_89,1.315,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC44,0.17,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC20,1.113,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC59,1.849,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC243,0.477,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC112,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_NONAGED_RXHCC133,0.275,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_X_M70_74,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M65,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC154,5.955,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC243,0.219,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC81,9.493,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_M0_34,2.637,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F69,0.503,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F80_84,0.59,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F67,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M35_44,2.667,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC111,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_F0_34,0.675,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC56,1.362,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC263,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC30,1.306,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC133,0,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F68,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F80_84,1.059,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC316,0.286,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC317,0.146,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC17,10.885,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC187,0.106,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F90_94,0.591,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC229,0.123,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC55,0.157,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_M60_64,0.296,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC1,9.946,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC263,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC56,0.087,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC159,1.411,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M70_74,0.657,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F95_GT,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_F80_84,0.036,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC157,5.388,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC160,2.477,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC166,0.139,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC87,0.307,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC112,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC168,0.289,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_M70_74,0.724,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC155,0.099,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC20,0.859,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC147,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_F85_89,0.076,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC155,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC31,0.295,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC41,0.446,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M67,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F80_84,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_x_F95_GT,0.377,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_x_F85_89,1.059,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC84,0.146,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC146,1.009,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_X_M69,0.754,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_X_M80_84,1.954,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F65,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_F65_69,0.136,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC132,0.039,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC160,3.268,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC187,0.094,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC262,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC227,0.393,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_X_M80_84,0.804,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_x_F90_94,0.187,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_x_F70_74,1.935,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC131,0.324,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC164,0,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_OD_x_F69,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M69,2.279,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F60_64,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC153,2.558,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC17,12.055,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC40,7.528,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC132,0.255,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC19,4.542,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC153,6.817,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC157,11.003,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC396,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_NONAGED_RXHCC132,0.275,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_x_F66,2.637,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC164,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_M90_94,0.054,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_X_M95_GT,0.762,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_NOD_x_F65,1.133,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_x_F95_GT,0.591,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_X_M60_64,2.279,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC42,2.404,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC193,0.134,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC41,22.27,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_x_F67,1.195,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC83,0.489,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC186,0.149,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M90_94,0.834,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F55_59,2.649,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F69,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_F85_89,0.036,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC55,0.104,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC59,1.089,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_F65_69,0.076,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_F80_84,0.076,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC243,0.476,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC316,2.492,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M95_GT,0.762,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_X_M85_89,0.591,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_OD_X_M70_74,0.657,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC44,0.285,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC191,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_F45_54,1.614,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC20,0.46,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC5,0.237,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC396,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC207,0,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC225,7.056,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_ESRD_OD_X_M66,1.226,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_NOD_X_M60_64,2.087,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_NOD_x_F85_89,2.649,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_X_M69,2.279,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_ESRD_OD_x_F90_94,2.649,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_M65OD,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC95,0,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC395,4.047,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC111,0,RxHCC,R08_PDP_ONLY
Rx_CE_LowNoAged_RXHCC183,12.805,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC67,0.483,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_NOD_x_F75_79,0.625,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC163,0.359,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowNoAged_RXHCC226,1.606,RxHCC,R08_PDP_ONLY
Rx_CE_LowAged_RXHCC30,0.953,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_M35_44,2.103,RxHCC,R08_PDP_ONLY
Rx_CE_LTI_RXHCC228,1.435,RxHCC,R08_PDP_ONLY
Rx_NE_NoLo_NESRD_OD_X_M67,1.229,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_NESRD_NOD_x_F68,0.783,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_X_M90_94,1.954,RxHCC,R08_PDP_ONLY
Rx_NE_Lo_ESRD_NOD_x_F68,1.935,RxHCC,R08_PDP_ONLY
Rx_NE_LTI_NESRD_OD_x_F95_GT,0.591,RxHCC,R08_PDP_ONLY
Rx_CE_NoLowAged_RXHCC193,0.231,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowNoAged_RXHCC18,2.851,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowNoAged_RXHCC99,0.448,RxHCC,R08_MAPD_ONLY
Rx_CE_LowAged_F65_69,0.05,RxHCC,R08_MAPD_ONLY
Rx_CE_LowAged_RXHCC5,0.784,RxHCC,R08_MAPD_ONLY
Rx_CE_LTI_F0_34,1.653,RxHCC,R08_MAPD_ONLY
Rx_CE_LTI_RXHCC1,7.923,RxHCC,R08_MAPD_ONLY
Rx_NE_Lo_NESRD_NOD_x_F0_34,2.789,RxHCC,R08_MAPD_ONLY
Rx_NE_Lo_ESRD_NOD_x_F85_89,1.935,RxHCC,R08_MAPD_ONLY
Rx_NE_LTI_NESRD_NOD_X_M60_64,2.087,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowNoAged_RXHCC133,0.02,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowNoAged_RXHCC153,3.552,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowNoAged_RXHCC163,0.204,RxHCC,R08_MAPD_ONLY
Rx_CE_LTI_RXHCC148,0,RxHCC,R08_MAPD_ONLY
Rx_CE_LTI_RXHCC168,0,RxHCC,R08_MAPD_ONLY
Rx_CE_LTI_RXHCC396,0,RxHCC,R08_MAPD_ONLY
Rx_NE_Lo_ESRD_OD_x_F68,1.935,RxHCC,R08_MAPD_ONLY
Rx_NE_LTI_NESRD_OD_X_M69,1.501,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowAged_RXHCC130,0.249,RxHCC,R08_MAPD_ONLY
Rx_CE_LowAged_RXHCC158,0,RxHCC,R08_MAPD_ONLY
Rx_CE_LowAged_RXHCC191,0.506,RxHCC,R08_MAPD_ONLY
Rx_CE_LTI_RXHCC316,1.427,RxHCC,R08_MAPD_ONLY
Rx_NE_Lo_ESRD_OD_X_M68,1.954,RxHCC,R08_MAPD_ONLY
Rx_NE_Lo_ESRD_OD_x_F80_84,1.935,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowAged_RXHCC1,8.304,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowAged_RXHCC111,0,RxHCC,R08_MAPD_ONLY
Rx_CE_LTI_RXHCC100,1.8,RxHCC,R08_MAPD_ONLY
Rx_NE_NoLo_NESRD_NOD_X_M95_GT,0.762,RxHCC,R08_MAPD_ONLY
Rx_NE_LTI_ESRD_OD_x_F66,2.649,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowAged_M95_GT,0.026,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowAged_M65OD,0,RxHCC,R08_MAPD_ONLY
Rx_CE_LowNoAged_RXHCC147,0,RxHCC,R08_MAPD_ONLY
Rx_NE_Lo_ESRD_NOD_x_F60_64,2.452,RxHCC,R08_MAPD_ONLY
Rx_NE_LTI_ESRD_NOD_X_M0_34,2.279,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowAged_RXHCC161,0.32,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowNoAged_RXHCC263,0,RxHCC,R08_MAPD_ONLY
Rx_CE_LowNoAged_RXHCC67,2.757,RxHCC,R08_MAPD_ONLY
Rx_NE_NoLo_ESRD_NOD_X_M0_34,1.262,RxHCC,R08_MAPD_ONLY
Rx_NE_Lo_ESRD_NOD_x_F66,1.935,RxHCC,R08_MAPD_ONLY
Rx_NE_LTI_ESRD_NOD_X_M85_89,2.279,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowAged_F80_84,0.013,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowNoAged_RXHCC80,0.262,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowNoAged_RXHCC112,0,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowAged_RXHCC147,0.811,RxHCC,R08_MAPD_ONLY
Rx_CE_LTI_M55_59,1.121,RxHCC,R08_MAPD_ONLY
Rx_CE_LTI_RXHCC132,0.169,RxHCC,R08_MAPD_ONLY
Rx_CE_LTI_RXHCC207,0,RxHCC,R08_MAPD_ONLY
Rx_NE_Lo_ESRD_OD_x_F70_74,1.935,RxHCC,R08_MAPD_ONLY
Rx_NE_LTI_NESRD_OD_X_M65,2.087,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowAged_RXHCC160,1.957,RxHCC,R08_MAPD_ONLY
Rx_CE_LowAged_RXHCC84,0.339,RxHCC,R08_MAPD_ONLY
Rx_CE_LowAged_RXHCC160,5.473,RxHCC,R08_MAPD_ONLY
Rx_CE_LowNoAged_RXHCC55,0.102,RxHCC,R08_MAPD_ONLY
Rx_NE_LTI_NESRD_OD_X_M95_GT,0.527,RxHCC,R08_MAPD_ONLY
Rx_NE_LTI_NESRD_OD_x_F90_94,0.591,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowAged_RXHCC186,0.163,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowNoAged_M0_34,0.13,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowNoAged_F60_64,0.089,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowNoAged_RXHCC95,0.071,RxHCC,R08_MAPD_ONLY
Rx_CE_LowNoAged_RXHCC395,3.899,RxHCC,R08_MAPD_ONLY
Rx_CE_LTI_RXHCC16,5.921,RxHCC,R08_MAPD_ONLY
Rx_CE_NoLowNoAged_RXHCC155,0.113,RxHCC,R08_MAPD_ONLY
